time,ENCODER  A:1,ENCODER  B:1
1.096461,TRUE,FALSE
1.105661,TRUE,FALSE
1.114921,TRUE,FALSE
1.124241,TRUE,FALSE
1.133621,TRUE,FALSE
1.142881,TRUE,FALSE
1.152141,TRUE,FALSE
1.161461,TRUE,FALSE
1.170661,TRUE,FALSE
1.179921,TRUE,FALSE
1.189241,TRUE,FALSE
1.198621,TRUE,FALSE
1.207881,TRUE,FALSE
1.217141,TRUE,FALSE
1.226461,TRUE,FALSE
1.235661,TRUE,FALSE
1.244921,TRUE,FALSE
1.254241,TRUE,FALSE
1.263621,TRUE,FALSE
1.272881,TRUE,FALSE
1.282141,TRUE,FALSE
1.291461,TRUE,FALSE
1.300661,TRUE,FALSE
1.309921,TRUE,FALSE
1.319241,TRUE,FALSE
1.328621,TRUE,FALSE
1.337881,TRUE,FALSE
1.347141,TRUE,FALSE
1.356461,TRUE,FALSE
1.365661,TRUE,FALSE
1.374921,TRUE,FALSE
1.384241,TRUE,FALSE
1.393561,TRUE,FALSE
1.402821,TRUE,FALSE
1.412141,TRUE,FALSE
1.421461,TRUE,FALSE
1.430661,TRUE,FALSE
1.439921,TRUE,FALSE
1.449241,TRUE,FALSE
1.458621,TRUE,FALSE
1.467881,TRUE,FALSE
1.477141,TRUE,FALSE
1.486461,TRUE,FALSE
1.495661,TRUE,FALSE
1.504921,TRUE,FALSE
1.514241,TRUE,FALSE
1.523621,TRUE,FALSE
1.532881,TRUE,FALSE
1.542081,TRUE,FALSE
1.551401,TRUE,FALSE
1.560661,TRUE,FALSE
1.569861,TRUE,FALSE
1.579181,TRUE,FALSE
1.588561,TRUE,FALSE
1.597821,TRUE,FALSE
1.607141,TRUE,FALSE
1.616461,TRUE,FALSE
1.625721,TRUE,FALSE
1.635041,TRUE,FALSE
1.644421,TRUE,FALSE
1.653681,TRUE,FALSE
1.662941,TRUE,FALSE
1.672261,TRUE,FALSE
1.681471,TRUE,FALSE
1.690731,TRUE,FALSE
1.700051,TRUE,FALSE
1.709431,TRUE,FALSE
1.718691,TRUE,FALSE
1.727951,TRUE,FALSE
1.737271,TRUE,FALSE
1.746651,TRUE,FALSE
1.755911,TRUE,FALSE
1.765171,TRUE,FALSE
1.774491,TRUE,FALSE
1.783751,TRUE,FALSE
1.793071,TRUE,FALSE
1.802391,TRUE,FALSE
1.811711,TRUE,FALSE
1.821031,TRUE,FALSE
1.830411,TRUE,FALSE
1.839671,TRUE,FALSE
1.848931,TRUE,FALSE
1.858251,TRUE,FALSE
1.867631,TRUE,FALSE
1.876891,TRUE,FALSE
1.886091,TRUE,FALSE
1.895411,TRUE,FALSE
1.904671,TRUE,FALSE
1.913931,TRUE,FALSE
1.923251,TRUE,FALSE
1.932631,TRUE,FALSE
1.941891,TRUE,FALSE
1.951091,TRUE,FALSE
1.960411,TRUE,FALSE
1.969671,TRUE,FALSE
1.978931,TRUE,FALSE
1.988251,TRUE,FALSE
1.997631,TRUE,FALSE
2.006891,TRUE,FALSE
2.016091,TRUE,FALSE
2.025411,TRUE,FALSE
2.034671,TRUE,FALSE
2.043931,TRUE,FALSE
2.053191,TRUE,FALSE
2.062511,TRUE,FALSE
2.071771,TRUE,FALSE
2.081091,TRUE,FALSE
2.090411,TRUE,FALSE
2.099671,TRUE,FALSE
2.108931,TRUE,FALSE
2.118251,TRUE,FALSE
2.127631,TRUE,FALSE
2.136891,TRUE,FALSE
2.146091,TRUE,FALSE
2.155411,TRUE,FALSE
2.164671,TRUE,FALSE
2.173931,TRUE,FALSE
2.183191,TRUE,FALSE
2.192511,TRUE,FALSE
2.201771,TRUE,FALSE
2.211091,TRUE,FALSE
2.220411,TRUE,FALSE
2.229671,TRUE,FALSE
2.238931,TRUE,FALSE
2.248191,TRUE,FALSE
2.257511,TRUE,FALSE
2.266771,TRUE,FALSE
2.276091,TRUE,FALSE
2.285411,TRUE,FALSE
2.294671,TRUE,FALSE
2.303931,TRUE,FALSE
2.313191,TRUE,FALSE
2.322511,TRUE,FALSE
2.331771,TRUE,FALSE
2.341091,TRUE,FALSE
2.350411,TRUE,FALSE
2.359671,TRUE,FALSE
2.368931,TRUE,FALSE
2.378251,TRUE,FALSE
2.387631,TRUE,FALSE
2.396891,TRUE,FALSE
2.406091,TRUE,FALSE
2.415411,TRUE,FALSE
2.424671,TRUE,FALSE
2.433931,TRUE,FALSE
2.443251,TRUE,FALSE
2.452631,TRUE,FALSE
2.461891,TRUE,FALSE
2.471091,TRUE,FALSE
2.480411,TRUE,FALSE
2.489671,TRUE,FALSE
2.498931,TRUE,FALSE
2.508191,TRUE,FALSE
2.517511,TRUE,FALSE
2.526771,TRUE,FALSE
2.536091,TRUE,FALSE
2.545411,TRUE,FALSE
2.554671,TRUE,FALSE
2.563931,TRUE,FALSE
2.573251,TRUE,FALSE
2.582631,TRUE,FALSE
2.591891,TRUE,FALSE
2.601091,TRUE,FALSE
2.610411,TRUE,FALSE
2.619671,TRUE,FALSE
2.628931,TRUE,FALSE
2.638191,TRUE,FALSE
2.647511,TRUE,FALSE
2.656771,TRUE,FALSE
2.666091,TRUE,FALSE
2.675411,TRUE,FALSE
2.684671,TRUE,FALSE
2.693931,TRUE,FALSE
2.703251,TRUE,FALSE
2.712631,TRUE,FALSE
2.721891,TRUE,FALSE
2.731091,TRUE,FALSE
2.740411,TRUE,FALSE
2.749671,TRUE,FALSE
2.758931,TRUE,FALSE
2.768251,TRUE,FALSE
2.777631,TRUE,FALSE
2.786891,TRUE,FALSE
2.796091,TRUE,FALSE
2.805411,TRUE,FALSE
2.814671,TRUE,FALSE
2.823931,TRUE,FALSE
2.833191,TRUE,FALSE
2.842511,TRUE,FALSE
2.851771,TRUE,FALSE
2.861091,TRUE,FALSE
2.870411,TRUE,FALSE
2.879671,TRUE,FALSE
2.888871,TRUE,FALSE
2.898191,TRUE,FALSE
2.907511,TRUE,FALSE
2.916771,TRUE,FALSE
2.926091,TRUE,FALSE
2.935411,TRUE,FALSE
2.944671,TRUE,FALSE
2.953931,TRUE,FALSE
2.963251,TRUE,FALSE
2.972631,TRUE,FALSE
2.981891,TRUE,FALSE
2.991091,TRUE,FALSE
3.000411,TRUE,FALSE
3.009671,TRUE,FALSE
3.018931,TRUE,FALSE
3.028251,TRUE,FALSE
3.037631,TRUE,FALSE
3.046891,TRUE,FALSE
3.056151,TRUE,FALSE
3.065471,TRUE,FALSE
3.074731,TRUE,FALSE
3.084051,TRUE,FALSE
3.093431,TRUE,FALSE
3.102691,TRUE,FALSE
3.111951,TRUE,FALSE
3.121271,TRUE,FALSE
3.130651,TRUE,FALSE
3.139911,TRUE,FALSE
3.149171,TRUE,FALSE
3.158491,TRUE,FALSE
3.167751,TRUE,FALSE
3.177071,TRUE,FALSE
3.186391,TRUE,FALSE
3.195711,TRUE,FALSE
3.205031,TRUE,FALSE
3.214411,TRUE,FALSE
3.223671,TRUE,FALSE
3.232931,TRUE,FALSE
3.242251,TRUE,FALSE
3.251631,TRUE,FALSE
3.260891,TRUE,FALSE
3.270091,TRUE,FALSE
3.279411,TRUE,FALSE
3.288671,TRUE,FALSE
3.297931,TRUE,FALSE
3.307252,TRUE,FALSE
3.316461,TRUE,FALSE
3.325721,TRUE,FALSE
3.335041,TRUE,FALSE
3.344421,TRUE,FALSE
3.353681,TRUE,FALSE
3.362941,TRUE,FALSE
3.372261,TRUE,FALSE
3.381471,TRUE,FALSE
3.390731,TRUE,FALSE
3.400051,TRUE,FALSE
3.409431,TRUE,FALSE
3.418691,TRUE,FALSE
3.427951,TRUE,FALSE
3.437271,TRUE,FALSE
3.446651,TRUE,FALSE
3.455911,TRUE,FALSE
3.465171,TRUE,FALSE
3.474491,TRUE,FALSE
3.483751,TRUE,FALSE
3.493071,TRUE,FALSE
3.502391,TRUE,FALSE
3.511711,TRUE,FALSE
3.521031,TRUE,FALSE
3.530411,TRUE,FALSE
3.539671,TRUE,FALSE
3.548931,TRUE,FALSE
3.558251,TRUE,FALSE
3.567631,TRUE,FALSE
3.576891,TRUE,FALSE
3.586091,TRUE,FALSE
3.595411,TRUE,FALSE
3.604671,TRUE,FALSE
3.613931,TRUE,FALSE
3.623251,TRUE,FALSE
3.632631,TRUE,FALSE
3.641891,TRUE,FALSE
3.651091,TRUE,FALSE
3.660411,TRUE,FALSE
3.669671,TRUE,FALSE
3.678931,TRUE,FALSE
3.688251,TRUE,FALSE
3.697631,TRUE,FALSE
3.706891,TRUE,FALSE
3.716091,TRUE,FALSE
3.725411,TRUE,FALSE
3.734671,TRUE,FALSE
3.743931,TRUE,FALSE
3.753251,TRUE,FALSE
3.762631,TRUE,FALSE
3.771891,TRUE,FALSE
3.781091,TRUE,FALSE
3.790411,TRUE,FALSE
3.799671,TRUE,FALSE
3.808931,TRUE,FALSE
3.818251,TRUE,FALSE
3.827631,TRUE,FALSE
3.836891,TRUE,FALSE
3.846091,TRUE,FALSE
3.855411,TRUE,FALSE
3.864671,TRUE,FALSE
3.873931,TRUE,FALSE
3.883251,TRUE,FALSE
3.892631,TRUE,FALSE
3.901891,TRUE,FALSE
3.911091,TRUE,FALSE
3.920411,TRUE,FALSE
3.929671,TRUE,FALSE
3.938931,TRUE,FALSE
3.948251,TRUE,FALSE
3.957631,TRUE,FALSE
3.966891,TRUE,FALSE
3.976151,TRUE,FALSE
3.985411,TRUE,FALSE
3.994671,TRUE,FALSE
4.003931,TRUE,FALSE
4.013191,TRUE,FALSE
4.022511,TRUE,FALSE
4.031771,TRUE,FALSE
4.041091,TRUE,FALSE
4.050411,TRUE,FALSE
4.059671,TRUE,FALSE
4.068931,TRUE,FALSE
4.078251,TRUE,FALSE
4.087631,TRUE,FALSE
4.096891,TRUE,FALSE
4.106091,TRUE,FALSE
4.115411,TRUE,FALSE
4.124671,TRUE,FALSE
4.133931,TRUE,FALSE
4.143191,TRUE,FALSE
4.152571,TRUE,FALSE
4.161831,TRUE,FALSE
4.171151,TRUE,FALSE
4.180471,TRUE,FALSE
4.189671,TRUE,FALSE
4.198931,TRUE,FALSE
4.208191,TRUE,FALSE
4.217511,TRUE,FALSE
4.226771,TRUE,FALSE
4.236091,TRUE,FALSE
4.245411,TRUE,FALSE
4.254671,TRUE,FALSE
4.263931,TRUE,FALSE
4.273251,TRUE,FALSE
4.282631,TRUE,FALSE
4.291891,TRUE,FALSE
4.301091,TRUE,FALSE
4.310411,TRUE,FALSE
4.319671,TRUE,FALSE
4.328931,TRUE,FALSE
4.338191,TRUE,FALSE
4.347511,TRUE,FALSE
4.356771,TRUE,FALSE
4.366091,TRUE,FALSE
4.375411,TRUE,FALSE
4.384671,TRUE,FALSE
4.393931,TRUE,FALSE
4.403251,TRUE,FALSE
4.412631,TRUE,FALSE
4.421891,TRUE,FALSE
4.431091,TRUE,FALSE
4.440411,TRUE,FALSE
4.449671,TRUE,FALSE
4.458931,TRUE,FALSE
4.468191,TRUE,FALSE
4.477511,TRUE,FALSE
4.486771,TRUE,FALSE
4.496091,TRUE,FALSE
4.505411,TRUE,FALSE
4.514671,TRUE,FALSE
4.523931,TRUE,FALSE
4.533251,TRUE,FALSE
4.542631,TRUE,FALSE
4.551891,TRUE,FALSE
4.561091,TRUE,FALSE
4.570411,TRUE,FALSE
4.579671,TRUE,FALSE
4.588931,TRUE,FALSE
4.598251,TRUE,FALSE
4.607631,TRUE,FALSE
4.616891,TRUE,FALSE
4.626091,TRUE,FALSE
4.635411,TRUE,FALSE
4.644671,TRUE,FALSE
4.653931,TRUE,FALSE
4.663191,TRUE,FALSE
4.672511,TRUE,FALSE
4.681771,TRUE,FALSE
4.691091,TRUE,FALSE
4.700411,TRUE,FALSE
4.709671,TRUE,FALSE
4.718931,TRUE,FALSE
4.728251,TRUE,FALSE
4.737631,TRUE,FALSE
4.746891,TRUE,FALSE
4.756091,TRUE,FALSE
4.765411,TRUE,FALSE
4.774671,TRUE,FALSE
4.783931,TRUE,FALSE
4.793191,TRUE,FALSE
4.802511,TRUE,FALSE
4.811771,TRUE,FALSE
4.821091,TRUE,FALSE
4.830411,TRUE,FALSE
4.839671,TRUE,FALSE
4.848931,TRUE,FALSE
4.858251,TRUE,FALSE
4.867631,TRUE,FALSE
4.876891,TRUE,FALSE
4.886091,TRUE,FALSE
4.895411,TRUE,FALSE
4.904671,TRUE,FALSE
4.913931,TRUE,FALSE
4.923191,TRUE,FALSE
4.932571,TRUE,FALSE
4.941831,TRUE,FALSE
4.951151,TRUE,FALSE
4.960471,TRUE,FALSE
4.969671,TRUE,FALSE
4.978931,TRUE,FALSE
4.988191,TRUE,FALSE
4.997511,TRUE,FALSE
5.006771,TRUE,FALSE
5.016091,TRUE,FALSE
5.025411,TRUE,FALSE
5.034671,TRUE,FALSE
5.043931,TRUE,FALSE
5.053251,TRUE,FALSE
5.062631,TRUE,FALSE
5.071891,TRUE,FALSE
5.081091,TRUE,FALSE
5.090411,TRUE,FALSE
5.099671,TRUE,FALSE
5.108931,TRUE,FALSE
5.152387,TRUE,FALSE
5.197327,FALSE,TRUE
5.248357,FALSE,TRUE
5.301377,FALSE,FALSE
5.347357,FALSE,TRUE
5.385787,FALSE,FALSE
5.465017,TRUE,TRUE
5.483107,TRUE,TRUE
5.501947,TRUE,TRUE
5.520047,TRUE,TRUE
5.538707,TRUE,TRUE
5.556377,TRUE,TRUE
5.575291,FALSE,FALSE
5.584201,FALSE,FALSE
5.59346,TRUE,TRUE
5.602791,FALSE,TRUE
5.612401,FALSE,TRUE
5.621941,FALSE,TRUE
5.631691,FALSE,TRUE
5.641307,TRUE,TRUE
5.650861,TRUE,TRUE
5.660541,FALSE,TRUE
5.670081,TRUE,FALSE
5.679691,TRUE,FALSE
5.689307,TRUE,FALSE
5.698941,TRUE,TRUE
5.708621,TRUE,FALSE
5.718307,TRUE,FALSE
5.727782,FALSE,TRUE
5.737401,TRUE,FALSE
5.747025,FALSE,FALSE
5.756712,FALSE,TRUE
5.766412,FALSE,FALSE
5.776022,FALSE,TRUE
5.785452,FALSE,FALSE
5.795082,TRUE,TRUE
5.804901,TRUE,TRUE
5.814441,FALSE,TRUE
5.823981,TRUE,TRUE
5.833591,TRUE,FALSE
5.842991,TRUE,TRUE
5.852671,FALSE,TRUE
5.862286,FALSE,TRUE
5.871761,FALSE,FALSE
5.881306,TRUE,TRUE
5.890911,FALSE,FALSE
5.900521,FALSE,FALSE
5.910061,FALSE,FALSE
5.919602,TRUE,TRUE
5.929232,FALSE,TRUE
5.939011,FALSE,TRUE
5.948691,TRUE,FALSE
5.958306,FALSE,TRUE
5.967981,TRUE,TRUE
5.977521,TRUE,TRUE
5.987061,TRUE,TRUE
5.996601,TRUE,TRUE
6.006071,FALSE,TRUE
6.015611,FALSE,TRUE
6.025221,FALSE,TRUE
6.034901,FALSE,TRUE
6.044441,FALSE,TRUE
6.053981,FALSE,TRUE
6.063591,FALSE,TRUE
6.073061,FALSE,TRUE
6.082532,TRUE,TRUE
6.092071,FALSE,TRUE
6.101821,FALSE,FALSE
6.111296,FALSE,TRUE
6.120831,TRUE,TRUE
6.130441,TRUE,TRUE
6.139981,FALSE,TRUE
6.149591,FALSE,TRUE
6.158991,FALSE,FALSE
6.168601,FALSE,FALSE
6.178071,FALSE,TRUE
6.187821,TRUE,FALSE
6.197521,FALSE,FALSE
6.207061,FALSE,TRUE
6.216541,FALSE,TRUE
6.226152,FALSE,TRUE
6.235761,FALSE,TRUE
6.245306,FALSE,FALSE
6.254911,FALSE,FALSE
6.264451,FALSE,TRUE
6.273922,FALSE,TRUE
6.283531,TRUE,TRUE
6.293001,FALSE,FALSE
6.302611,FALSE,TRUE
6.312222,TRUE,TRUE
6.321901,FALSE,FALSE
6.331441,FALSE,FALSE
6.340911,FALSE,TRUE
6.350452,TRUE,FALSE
6.360061,FALSE,TRUE
6.369611,FALSE,FALSE
6.379151,TRUE,TRUE
6.388691,TRUE,FALSE
6.398232,TRUE,TRUE
6.407912,TRUE,FALSE
6.417592,FALSE,FALSE
6.427287,TRUE,TRUE
6.436912,TRUE,TRUE
6.446662,TRUE,TRUE
6.456272,TRUE,TRUE
6.465961,TRUE,FALSE
6.475642,FALSE,TRUE
6.485261,FALSE,TRUE
6.494941,TRUE,FALSE
6.504691,FALSE,TRUE
6.514307,TRUE,TRUE
6.523921,TRUE,TRUE
6.533611,TRUE,FALSE
6.543297,TRUE,FALSE
6.552911,FALSE,FALSE
6.562612,TRUE,FALSE
6.572296,TRUE,TRUE
6.581901,FALSE,TRUE
6.591451,FALSE,FALSE
6.600921,FALSE,TRUE
6.610611,FALSE,TRUE
6.620296,FALSE,TRUE
6.629851,FALSE,TRUE
6.639461,FALSE,FALSE
6.649001,FALSE,FALSE
6.658611,FALSE,TRUE
6.668011,FALSE,FALSE
6.677691,TRUE,FALSE
6.687306,FALSE,FALSE
6.696911,FALSE,TRUE
6.706451,TRUE,FALSE
6.715921,TRUE,FALSE
6.725461,TRUE,FALSE
6.735001,TRUE,FALSE
6.744611,TRUE,FALSE
6.754151,TRUE,FALSE
6.763691,TRUE,FALSE
6.773231,TRUE,FALSE
6.782911,TRUE,FALSE
6.792451,TRUE,FALSE
6.801921,TRUE,FALSE
6.811461,TRUE,FALSE
6.821001,TRUE,FALSE
6.830611,TRUE,FALSE
6.840151,TRUE,FALSE
6.849691,TRUE,FALSE
6.859231,TRUE,FALSE
6.868911,TRUE,FALSE
6.878451,TRUE,FALSE
6.887921,TRUE,FALSE
6.897461,TRUE,FALSE
6.907001,TRUE,FALSE
6.916611,TRUE,TRUE
6.926221,FALSE,TRUE
6.935831,FALSE,TRUE
6.945307,FALSE,TRUE
6.954791,FALSE,TRUE
6.964261,TRUE,TRUE
6.973881,FALSE,TRUE
6.983421,TRUE,FALSE
6.992961,FALSE,TRUE
7.002641,TRUE,TRUE
7.012181,FALSE,FALSE
7.021731,FALSE,TRUE
7.031286,TRUE,FALSE
7.040831,TRUE,FALSE
7.050522,TRUE,TRUE
7.060062,FALSE,FALSE
7.069901,TRUE,TRUE
7.079532,TRUE,TRUE
7.089212,TRUE,FALSE
7.098821,TRUE,TRUE
7.108432,TRUE,TRUE
7.118041,TRUE,TRUE
7.127651,FALSE,FALSE
7.137262,TRUE,TRUE
7.146741,FALSE,TRUE
7.156286,FALSE,FALSE
7.165761,FALSE,TRUE
7.175521,TRUE,FALSE
7.185062,TRUE,TRUE
7.194822,FALSE,TRUE
7.204522,FALSE,TRUE
7.214286,TRUE,TRUE
7.223832,TRUE,TRUE
7.233521,TRUE,FALSE
7.243298,TRUE,FALSE
7.252912,TRUE,FALSE
7.262612,TRUE,TRUE
7.272316,FALSE,TRUE
7.281732,TRUE,FALSE
7.291432,FALSE,TRUE
7.301051,TRUE,TRUE
7.310731,FALSE,FALSE
7.320271,TRUE,TRUE
7.329881,FALSE,TRUE
7.339421,FALSE,FALSE
7.348751,FALSE,FALSE
7.358295,FALSE,FALSE
7.367831,FALSE,FALSE
7.377161,FALSE,FALSE
7.386631,TRUE,FALSE
7.395961,TRUE,FALSE
7.405431,FALSE,FALSE
7.414901,FALSE,FALSE
7.424441,TRUE,FALSE
7.433851,FALSE,FALSE
7.443622,FALSE,FALSE
7.453172,FALSE,FALSE
7.463011,FALSE,FALSE
7.472712,FALSE,FALSE
7.482412,TRUE,FALSE
7.492031,FALSE,FALSE
7.501711,TRUE,FALSE
7.511326,FALSE,TRUE
7.520861,TRUE,TRUE
7.530401,TRUE,TRUE
7.539941,FALSE,FALSE
7.549561,FALSE,TRUE
7.558891,FALSE,TRUE
7.568295,TRUE,TRUE
7.577691,TRUE,TRUE
7.587021,TRUE,TRUE
7.596421,TRUE,TRUE
7.605821,FALSE,FALSE
7.615221,FALSE,TRUE
7.624621,FALSE,FALSE
7.633881,FALSE,FALSE
7.643285,FALSE,FALSE
7.652751,FALSE,FALSE
7.662295,TRUE,TRUE
7.671691,TRUE,TRUE
7.681021,FALSE,FALSE
7.690421,FALSE,TRUE
7.699821,FALSE,FALSE
7.709431,FALSE,TRUE
7.718982,FALSE,TRUE
7.728612,FALSE,TRUE
7.738296,TRUE,TRUE
7.747972,TRUE,FALSE
7.757612,FALSE,TRUE
7.767317,FALSE,TRUE
7.776731,FALSE,FALSE
7.786201,TRUE,FALSE
7.795742,FALSE,FALSE
7.805432,TRUE,FALSE
7.814981,FALSE,FALSE
7.824531,FALSE,FALSE
7.834081,FALSE,FALSE
7.843851,TRUE,FALSE
7.853461,FALSE,FALSE
7.862861,FALSE,FALSE
7.872401,TRUE,TRUE
7.881801,FALSE,FALSE
7.891201,FALSE,FALSE
7.900531,FALSE,FALSE
7.909861,FALSE,FALSE
7.919261,FALSE,TRUE
7.928531,FALSE,TRUE
7.937931,FALSE,FALSE
7.947262,TRUE,TRUE
7.956612,FALSE,TRUE
7.966296,TRUE,FALSE
7.975922,FALSE,FALSE
7.985612,TRUE,FALSE
7.995297,FALSE,TRUE
8.004922,TRUE,FALSE
8.014692,TRUE,FALSE
8.024401,TRUE,FALSE
8.033962,TRUE,FALSE
8.043722,FALSE,TRUE
8.053402,TRUE,FALSE
8.062871,FALSE,TRUE
8.072271,FALSE,FALSE
8.081741,FALSE,FALSE
8.091211,FALSE,TRUE
8.100611,FALSE,TRUE
8.110011,FALSE,FALSE
8.119411,TRUE,TRUE
8.128881,FALSE,FALSE
8.138286,FALSE,FALSE
8.147621,FALSE,TRUE
8.157231,TRUE,TRUE
8.166641,FALSE,TRUE
8.176252,FALSE,FALSE
8.185872,FALSE,FALSE
8.195692,TRUE,TRUE
8.205401,FALSE,TRUE
8.215032,TRUE,FALSE
8.224872,TRUE,FALSE
8.234712,FALSE,TRUE
8.24411,TRUE,TRUE
8.253451,TRUE,FALSE
8.26264,FALSE,TRUE
8.27169,FALSE,FALSE
8.28095,TRUE,FALSE
8.29014,TRUE,FALSE
8.2994,FALSE,TRUE
8.30852,FALSE,TRUE
8.317641,FALSE,FALSE
8.32683,TRUE,TRUE
8.33602,TRUE,TRUE
8.345431,TRUE,TRUE
8.354982,TRUE,TRUE
8.364611,FALSE,FALSE
8.374318,FALSE,FALSE
8.383751,FALSE,FALSE
8.393451,TRUE,TRUE
8.403072,FALSE,FALSE
8.412832,FALSE,FALSE
8.422542,FALSE,FALSE
8.432171,FALSE,FALSE
8.44178,TRUE,TRUE
8.45097,TRUE,TRUE
8.46023,FALSE,TRUE
8.46942,FALSE,FALSE
8.47861,TRUE,FALSE
8.4878,FALSE,FALSE
8.49699,FALSE,FALSE
8.50618,FALSE,FALSE
8.51544,TRUE,TRUE
8.52463,TRUE,TRUE
8.53382,FALSE,TRUE
8.54308,FALSE,TRUE
8.55227,FALSE,FALSE
8.5614,TRUE,TRUE
8.57052,FALSE,TRUE
8.57971,TRUE,TRUE
8.58876,FALSE,TRUE
8.598171,TRUE,TRUE
8.607941,TRUE,FALSE
8.617432,FALSE,FALSE
8.627062,TRUE,FALSE
8.636832,FALSE,FALSE
8.646542,FALSE,TRUE
8.656232,FALSE,TRUE
8.66564,FALSE,TRUE
8.67469,TRUE,TRUE
8.68388,FALSE,TRUE
8.69314,FALSE,FALSE
8.7024,FALSE,TRUE
8.71152,FALSE,TRUE
8.72064,FALSE,TRUE
8.72976,FALSE,TRUE
8.73902,FALSE,TRUE
8.748211,TRUE,TRUE
8.757401,TRUE,FALSE
8.76652,TRUE,TRUE
8.775641,FALSE,TRUE
8.78483,FALSE,TRUE
8.79402,FALSE,FALSE
8.80321,FALSE,TRUE
8.8124,FALSE,FALSE
8.821731,TRUE,FALSE
8.831422,TRUE,FALSE
8.841041,FALSE,TRUE
8.850612,FALSE,TRUE
8.860317,FALSE,FALSE
8.869752,TRUE,TRUE
8.879432,TRUE,FALSE
8.88897,TRUE,TRUE
8.898231,TRUE,TRUE
8.907652,TRUE,TRUE
8.917191,TRUE,FALSE
8.926731,FALSE,TRUE
8.93585,FALSE,FALSE
8.94504,FALSE,FALSE
8.954305,FALSE,FALSE
8.963631,FALSE,FALSE
8.97275,FALSE,FALSE
8.98194,FALSE,TRUE
8.99113,FALSE,TRUE
9.000461,TRUE,TRUE
9.00965,TRUE,TRUE
9.01891,TRUE,TRUE
9.0281,FALSE,TRUE
9.037231,TRUE,FALSE
